State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Location
Hawaii,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2017,Medicaid & CHIP,Administrative & Hybrid,71.5,50,66.7,58.2,76.1,,Rate includes managed care population (5 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and four MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Hawaii
(21.361013, -157.854309)"
Louisiana,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2017,Medicaid only,Administrative,48.8,50,48.2,44.7,52.1,,None,"Mathematica analysis of FFY 2017 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of November 1, 2018.","Louisiana
(30.921314, -91.840238)"
Florida,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2017,Medicaid & CHIP,Administrative,56.0,45,69.2,62.5,79.6,,"Rates include FFS, PCCM, and managed care populations (21 MCOs) age 6 and older. Rates include follow-up services provided by community mental health practitioners. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Florida
(28.260731, -82.420978)"
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2017,CHIP only,Administrative,49.6,49,44.7,37.9,55.7,,CHIP rate includes FFS and PCCM populations. State attributes rate increase from FFY 2016 to PCCM involvement.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","North Carolina
(35.52603, -79.130883)"
Kentucky,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Three Doses of Human Papillomavirus (HPV) Vaccine by Their 13th Birthday,2017,Medicaid & CHIP,Hybrid,14.0,42,20.8,13.3,24.8,,"Rates include managed care population (5 MCOs), representing 95 percent of the population. Rates exclude FFS population, representing 5 percent of the population. Denominator is the sample size; measure-eligible population is 20,505. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Kentucky
(37.526683, -85.290484)"
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2017,Medicaid & CHIP,Administrative,33.4,49,59.3,55.7,66.1,,Rate includes FFS and PCCM populations. Rate was audited by state data contractor.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Arkansas
(34.899825, -92.439162)"
Delaware,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2017,Medicaid & CHIP,Hybrid,74.3,50,66.7,58.2,76.1,,"Rate includes managed care population (2 MCOs), representing 94 percent of the population. Rate excludes FFS population, representing 6 percent of the population. Denominator is the sample size; measure-eligible population is 17,126.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Delaware
(38.994926, -75.452394)"
Illinois,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2017,Medicaid & CHIP,Administrative,68.2,45,69.2,62.5,79.6,,"Rates include FFS, PCCM, integrated care model, and managed care populations (13 MCOs). State converts Place of Service (POS) codes using a standard conversion to the state's POS codes with specific exceptions to meet the measure specifications. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Illinois
(40.124144, -89.148632)"
Oklahoma,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits During the 10-Month Continuation and Maintenance Phase: Ages 6-12,2017,Medicaid & CHIP,Administrative,61.2,37,61.5,55,65.4,,Rates include FFS and PCCM populations.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oklahoma
(35.583449, -97.508297)"
Alaska,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2017,Medicaid only,Administrative,6.7,25,9,10.6,8.1,,Rate includes FFS population. State conducted an internal validation of the data.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Alaska
(63.631126, -151.631889)"
Massachusetts,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2017,Medicaid & CHIP,Administrative,24.7,39,27.3,24.3,33,,"Rates include PCCM and managed care populations (5 MCOs), representing 76 percent of the population. Rates exclude FFS population, representing 24 percent of the population. Total rate includes children ages 5 to 18.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Massachusetts
(42.151077, -71.481104)"
New Hampshire,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2017,Medicaid only,Administrative,3.4,37,2.7,3.6,1.6,,"Rate includes managed care population (2 MCOs), representing 91 percent of the population. Rate excludes FFS population, representing 9 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Hampshire
(43.680429, -71.57139)"
Connecticut,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2017,Medicaid & CHIP,Administrative,46.8,27,39.8,17.8,53.9,,Rate includes FFS population. State attributes rate increases from FFY 2016 to education of providers on the value of developmental screening and to the state's behavioral health and physical health administrative service vendors prioritizing developmental screening.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Connecticut
(41.575155, -72.738288)"
Maryland,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2017,Medicaid & CHIP,Administrative,92.0,48,87.4,84.9,90.3,,"Rates include managed care population (8 MCOs), representing 95 percent of the population. Rates exclude FFS population, representing 5 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Maryland
(38.946466, -76.687282)"
Missouri,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2017,CHIP only,Administrative,20.8,30,22.9,18,24.9,,"CHIP rate includes FFS and managed care populations (3 MCOs). For FFS population, state limited numerator to services performed by a dentist (using provider type) because state's FFS claims do not contain the National Uniform Claim Committee (NUCC) Provider Taxonomy codes. For managed care population, state limited numerator to claims identified as dental claims because managed care claims do not contain provider information. State is unable to distinguish “dental hygienists who provide services under the supervision of a dentist” from all dental hygienists in claims.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Missouri
(38.3675, -92.477244)"
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2017,CHIP only,Administrative,80.5,43,73.2,56.9,83,,CHIP rates include FFS and PCCM populations. State attributes rate increases from FFY 2016 to PCCM involvement.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","North Carolina
(35.52603, -79.130883)"
Montana,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2017,CHIP only,Administrative,69.9,48,87.4,84.9,90.3,,Rates include FFS population. Rates exclude services provided by Federally Qualified Health Centers and Rural Health Clinics because these services are processed separately.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Montana
(47.033521, -109.645127)"
Kentucky,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2017,Medicaid only,Administrative,48.0,50,48.2,44.7,52.1,,None,"Mathematica analysis of FFY 2017 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of November 1, 2018.","Kentucky
(37.526683, -85.290484)"
Mississippi,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2017,Medicaid only,Administrative,97.0,48,95.2,93.3,96.6,,"Medicaid rates include managed care population (2 MCOs), representing 85 percent of the population. Rates exclude FFS population, representing 15 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Mississippi
(32.713378, -89.65344)"
Maine,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2017,Medicaid & CHIP,Administrative,68.7,50,66.7,58.2,76.1,,Rate includes FFS population.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Maine
(45.117911, -69.06137)"
Mississippi,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2017,Medicaid only,Hybrid,91.1,39,81.6,75.6,87.4,,"Rate includes managed care population (2 MCOs), representing 85 percent of the population. Rate excludes FFS population, representing 15 percent of the population. Denominator is the sample size; measure-eligible population is 18,467.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Mississippi
(32.713378, -89.65344)"
Kentucky,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2017,Medicaid & CHIP,Hybrid,72.6,43,73.2,56.9,83,,"Rates include managed care population (5 MCOs), representing 95 percent of the population. Rates exclude FFS population, representing 5 percent of the population. Denominator is the sample size; measure-eligible population is 20,505. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Kentucky
(37.526683, -85.290484)"
Michigan,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Three Doses of Human Papillomavirus (HPV) Vaccine by Their 13th Birthday,2017,Medicaid only,Administrative & Hybrid,26.1,42,20.8,13.3,24.8,,"Rates include managed care population (11 MCOs), representing 78 percent of the population. Rates exclude FFS population, representing 22 percent of the population. Rates were derived using both administrative and hybrid method data. Two MCOS used the administrative method and nine MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Michigan
(44.874798, -85.730977)"
