State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Iowa,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid only,Administrative,60.0,47,63.2,57.3,69.5,,Medicaid rate includes FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data. State attributes performance decline from FFY 2017 to network changes during the year that may have disrupted services.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,CHIP only,Administrative,31.7,47,63.2,57.3,69.5,,CHIP rate includes managed care population (3 MCOs). State did not use provider specialty to identify visits because that field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Iowa,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid only,Administrative,65.0,48,69.3,62.1,76.6,,Medicaid rate includes FFS and managed care populations (3 MCOs). State did not use provider specialty to identify visits because the field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Iowa,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,CHIP only,Administrative,66.2,48,69.3,62.1,76.6,,CHIP rate includes managed care population (3 MCOs). State did not use provider specialty to identify visits because the field was not complete in state data.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Kansas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,59.0,45,44.7,35.1,55.4,,Rates include managed care population (3 MCOs) age 6 and older.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,76.5,44,67.1,56.6,76.2,,Rates include managed care population (3 MCOs) age 6 and older.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,49.5,40,48.7,43,56.3,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,57.5,40,61.1,53.1,66.2,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid & CHIP,Administrative,71.9,28,63.5,57,69,,Rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid & CHIP,Administrative,4.2,39,2.9,3.6,1.9,,Rate includes managed care population (3 MCOs). Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid & CHIP,Administrative,48.0,44,44.5,50,37.5,,Rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,Medicaid & CHIP,Administrative,73.9,32,73,66.6,76.9,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,Medicaid & CHIP,Administrative,63.5,32,63.8,59.7,67.7,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,Medicaid & CHIP,Hybrid,69.3,39,80.6,71.3,86.3,,"Rate includes managed care population (3 MCOs). Denominator is the sample size; measure-eligible population is 12,261. Rate was validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid & CHIP,Administrative & Hybrid,53.3,47,48.9,40,57,,Rate includes managed care population (3 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and two MCOs used the hybrid method. Denominator is the measure-eligible population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,Medicaid & CHIP,Hybrid,65.0,43,69.5,64,73.4,,"Rate includes managed care population (3 MCOs). Denominator is the sample size; measure-eligible population is 13,499. Rate was validated by the state's ERQO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid & CHIP,Administrative,93.3,45,95.7,94.6,96.7,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid & CHIP,Administrative,87.5,45,87.7,86,90.1,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid & CHIP,Administrative,91.3,45,91.1,89.2,93.8,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid & CHIP,Administrative,91.3,45,90.6,87.7,92.7,,Rates include managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid & CHIP,Administrative,39.6,44,50.1,44.6,58.5,,Rate includes managed care population (3 MCOs).,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,Medicaid & CHIP,Hybrid,31.9,44,32.3,23.8,40.3,,"Rates include managed care population (3 MCOs). Denominator is the sample size; measure-eligible population is 11,526. Rates were validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,Medicaid & CHIP,Hybrid,72.0,43,77.3,64.3,84.4,,"Rates include managed care population (3 MCOs). Denominator is the sample size; measure-eligible population is 11,526. Rates were validated by the state's EQRO.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid & CHIP,Hybrid,64.7,37,69.7,39.7,77.2,,"Rate includes managed care population (3 MCOs). Denominator is the sample size; measure-eligible population is 141,707.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid & CHIP,Administrative & Hybrid,60.7,47,63.2,57.3,69.5,,Rate includes managed care population (3 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and two MCOs used the hybrid method. Denominator is the measure-eligible population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kansas,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid & CHIP,Administrative & Hybrid,71.0,48,69.3,62.1,76.6,,Rate includes managed care population (3 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and two MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Maine,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid & CHIP,Administrative,96.9,45,95.7,94.6,96.7,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Kentucky,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,34.3,45,44.7,35.1,55.4,,"Rates include managed care population (5 MCOs) age 6 and older, representing 95 percent of the population. Rates exclude FFS population, representing 5 percent of the population. Rates were validated by certified HEDIS auditors.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
