State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
WV,West Virginia,11/01/2018,Y,U,Y,19948,,N/A,,19948,,11072,,622,,11694,,218876,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),522931,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",489398,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33533,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
LA,Louisiana,01/01/2019,Y,P,N,31532,,N/A,,31532,,19131,,1357,,20488,,752408,,1592641,,37.669,-84.6514,"(37.669, -84.6514)",1458967,,133674,
NV,Nevada,08/01/2019,Y,U,Y,20879,Includes Renewals/Or redeterminations,N/A,,20879,Includes Renewals/Or redeterminations,13112,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",70,,13182,,299108,,631562,,40.314,-74.5089,"(40.314, -74.5089)",591682,,39880,
MS,Mississippi,12/01/2018,N,P,N,17962,,N/A,,17962,,11701,,963,,12664,,413288,,608626,,38.4623,-92.302,"(38.4623, -92.302)",533538,,75088,
KY,Kentucky,11/01/2018,Y,P,N,9344,,,,9344,,34181,,2192,,36373,,555741,,1320770,,38.5111,-96.8005,"(38.5111, -96.8005)",1230431,,90339,
NH,New Hampshire,07/01/2018,Y,P,N,7801,,N/A,,7801,,4688,,430,,5118,,90058,,182182,,47.5362,-99.793,"(47.5362, -99.793)",167895,,14287,
DE,Delaware,02/01/2018,Y,U,Y,2828,,N/A,,2828,,4753,,715,,5468,,106442,,231967,,38.8964,-77.0262,"(38.8964, -77.0262)",220659,,11308,
LA,Louisiana,09/01/2018,Y,U,Y,22666,,N/A,,22666,,29195,,2070,,31265,,728076,,1457989,,37.669,-84.6514,"(37.669, -84.6514)",1328341,,129648,
WV,West Virginia,09/01/2018,Y,P,N,20319,,N/A,,20319,,11109,,644,,11753,,220352,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),528115,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",494644,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33471,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
TX,Texas,05/01/2018,N,P,N,101228,,N/A,,101228,,90268,,14593,,104861,,3443666,,4351298,,33.8191,-80.9066,"(33.8191, -80.9066)",3694406,,656892,
WV,West Virginia,05/01/2020,Y,U,Y,12223,,N/A,,12223,,6205,,283,,6488,,214315,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),515305,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",481603,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33702,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
DE,Delaware,06/01/2019,Y,U,Y,2572,,N/A,,2572,,4626,,746,,5372,,105226,,230924,,38.8964,-77.0262,"(38.8964, -77.0262)",219666,,11258,
HI,Hawaii,07/01/2019,Y,U,Y,5199,,N/A,,5199,,5537,,402,,5939,,139898,,328393,,32.9866,-83.6487,"(32.9866, -83.6487)",303135,,25258,
MD,Maryland,03/01/2020,Y,U,Y,5461,,83496,Includes Renewals and/or Redeterminations,88957,Includes Renewals and/or Redeterminations,48132,Includes Renewals and/or Redeterminations,5133,Includes Renewals and/or Redeterminations,53265,Includes Renewals and/or Redeterminations,622930,,1335833,,42.2373,-71.5314,"(42.2373, -71.5314)",1194624,,141209,
NJ,New Jersey,09/01/2017,Y,U,Y,32777,,N/A,,32777,,12621,Does Not Include All Medicaid Determinations Made At Application,4201,Does Not Include All CHIP Determinations Made At Application,16822,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,838831,,1763781,,41.1289,-98.2883,"(41.1289, -98.2883)",1561429,,202352,
IA,Iowa,10/01/2019,Y,P,N,15676,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,15676,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1263,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1263,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,335281,,691826,,21.1098,-157.5311,"(21.1098, -157.5311)",615188,,76638,
FL,Florida,03/01/2020,N,U,Y,389954,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,389954,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,162714,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,21517,,184231,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2411354,,3605857,,39.3498,-75.5148,"(39.3498, -75.5148)",3361994,,243863,
GA,Georgia,02/01/2019,N,P,N,39862,,N/A,,39862,,27493,,1046,,28539,,1228711,,1796200,,27.8333,-81.717,"(27.8333, -81.717)",1584900,,211300,
WA,Washington,09/01/2019,Y,U,Y,68421,,68787,,137208,,98060,,1832,,99892,,821215,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1708007,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1638959,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),69048,
HI,Hawaii,01/01/2018,Y,U,Y,4552,,N/A,,4552,,7530,,394,,7924,,145466,,349361,,32.9866,-83.6487,"(32.9866, -83.6487)",324486,,24875,
AL,Alabama,06/01/2019,N,P,N,12752,,N/A,,12752,,13684,,1679,,15363,,643005,,910330,,32.799,-86.8073,"(32.799, -86.8073)",739890,,170440,
CA,California,07/01/2019,Y,P,N,176698,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,176698,,167271,Does Not Include All Medicaid Determinations Made At Application,11738,Does Not Include All CHIP Determinations Made At Application,179009,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4842807,,11625691,,33.7712,-111.3877,"(33.7712, -111.3877)",10336184,,1289507,
HI,Hawaii,03/01/2020,Y,P,N,6410,,N/A,,6410,,6365,,394,,6759,,139164,,327668,,32.9866,-83.6487,"(32.9866, -83.6487)",301851,,25817,
OK,Oklahoma,05/01/2020,N,U,Y,27062,Includes Renewals and/or Redeterminations,N/A,,27062,Includes Renewals and/or Redeterminations,32845,Includes Renewals and/or Redeterminations,5990,,38835,Includes Renewals and/or Redeterminations,536571,,773600,,42.1497,-74.9384,"(42.1497, -74.9384)",646739,,126861,
MS,Mississippi,07/01/2017,N,P,N,16488,,N/A,,16488,,11318,,382,,11700,,453810,,672073,,38.4623,-92.302,"(38.4623, -92.302)",592394,,79679,
WI,Wisconsin,12/01/2018,N,P,N,21372,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,21372,Does Not Include All Applications for Limited-Benefit Programs,19335,"Count is of Households, Not Individuals",1904,,21239,,480642,,1020034,,37.768,-78.2057,"(37.768, -78.2057)",949167,,70867,
LA,Louisiana,01/01/2018,Y,P,Y,25110,,N/A,,25110,,30578,,2162,,32740,,739724,,1459238,,37.669,-84.6514,"(37.669, -84.6514)",1335226,,124012,
KY,Kentucky,06/01/2019,Y,U,Y,8459,,,,8459,,14948,,1483,,16431,,552745,,1307424,,38.5111,-96.8005,"(38.5111, -96.8005)",1218134,,89290,
VT,Vermont,10/01/2019,Y,P,N,2976,,1826,,4802,Includes Renewals and/or Redeterminations,3596,Includes Renewals and/or Redeterminations,80,,3676,,60796,,150766,,31.106,-97.6475,"(31.106, -97.6475)",146341,,4425,
NE,Nebraska,05/01/2020,N,P,N,4797,,N/A,,4797,,3436,,542,,3978,,165794,,250066,,35.6411,-79.8431,"(35.6411, -79.8431)",216447,,33619,
ME,Maine,10/01/2019,Y,U,Y,7036,,N/A,,7036,,12001,,725,,12726,,104192,,224504,,39.0724,-76.7902,"(39.0724, -76.7902)",213010,,11494,
MD,Maryland,11/01/2017,Y,U,Y,7737,,123157,Includes Renewals and/or Redeterminations,130894,Includes Renewals and/or Redeterminations,29647,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",5153,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",34800,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",612034,,1317089,,42.2373,-71.5314,"(42.2373, -71.5314)",1169636,,147453,
VA,Virginia,07/01/2017,Y,P,N,21110,Includes Renewals and/or Redeterminations,N/A,,21110,Includes Renewals and/or Redeterminations,13174,Includes Renewals and/or Redeterminations,518,Includes Renewals and/or Redeterminations,13692,Includes Renewals and/or Redeterminations,658829,,998690,,35.7449,-86.7489,"(35.7449, -86.7489)",875574,,123116,
OH,Ohio,03/01/2018,Y,U,Y,70858,Includes Renewals and/or Redeterminations,N/A,,70858,Includes Renewals and/or Redeterminations,46233,Includes CHIP; Includes Renewals and/or Redeterminations,2765,,48998,Includes Renewals and/or Redeterminations,1217323,,2787955,,38.4199,-117.1219,"(38.4199, -117.1219)",2570328,,217627,
TN,Tennessee,01/01/2019,N,U,Y,,,N/A,,,,,,,,,,,,1401651,,41.6772,-71.5101,"(41.6772, -71.5101)",1347322,,54329,
NY,New York,04/01/2018,Y,U,Y,,,801900,,801900,,120337,,9934,,130271,,2459600,,6134171,,34.8375,-106.2371,"(34.8375, -106.2371)",5589153,,545018,
MS,Mississippi,10/01/2017,N,P,N,16082,,N/A,,16082,,10706,,401,,11107,,450907,,668114,,38.4623,-92.302,"(38.4623, -92.302)",589423,,78691,
RI,Rhode Island,12/01/2019,Y,U,Y,2065,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,2065,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2333,,154,,2487,,116855,,292050,,44.5672,-122.1269,"(44.5672, -122.1269)",258860,,33190,
IA,Iowa,06/01/2020,Y,U,Y,9992,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,9992,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,9656,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,1544,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,11200,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,346115,,702567,,21.1098,-157.5311,"(21.1098, -157.5311)",621701,,80866,
CA,California,01/01/2020,Y,U,Y,220943,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,220943,,166823,Does Not Include All Medicaid Determinations Made At Application,15041,Does Not Include All CHIP Determinations Made At Application,181864,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4815946,,11614902,,33.7712,-111.3877,"(33.7712, -111.3877)",10300580,,1314322,
KS,Kansas,12/01/2018,N,U,Y,,,N/A,,,,,,,,,,270256,,389535,,39.8647,-86.2604,"(39.8647, -86.2604)",333884,,55651,
NC,North Carolina,02/01/2018,N,P,N,22226,,N/A,,22226,,34999,,3775,,38774,,1199080,,1790591,,32.7673,-89.6812,"(32.7673, -89.6812)",1551533,,239058,
VT,Vermont,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,161081,,31.106,-97.6475,"(31.106, -97.6475)",,,,
NY,New York,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,5678417,,34.8375,-106.2371,"(34.8375, -106.2371)",,,,
NE,Nebraska,11/01/2017,N,U,Y,6454,,N/A,,6454,,6670,,1030,,7700,,164494,,247722,,35.6411,-79.8431,"(35.6411, -79.8431)",214129,,33593,
AR,Arkansas,09/01/2019,Y,P,N,19576,,N/A,,19576,,12078,,787,,12865,,368627,,790426,,34.9513,-92.3809,"(34.9513, -92.3809)",758081,,32345,
MD,Maryland,03/01/2018,Y,P,N,7166,,85938,Includes Renewals and/or Redeterminations,93104,Includes Renewals and/or Redeterminations,26936,Includes Renewals and/or Redeterminations,3549,Includes Renewals and/or Redeterminations,30485,Includes Renewals and/or Redeterminations,615697,,1322677,,42.2373,-71.5314,"(42.2373, -71.5314)",1172217,,150460,
IL,Illinois,05/01/2019,Y,P,N,66071,,N/A,,66071,,32115,,10533,,42648,,1331685,,2782748,,44.2394,-114.5103,"(44.2394, -114.5103)",2523584,,259164,
IN,Indiana,03/01/2019,Y,U,Y,96587,,N/A,,96587,,37569,,3227,,40796,,806094,,1466847,,40.3363,-89.0022,"(40.3363, -89.0022)",1353101,,113746,
WI,Wisconsin,11/01/2017,N,U,Y,25772,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,25772,Does Not Include All Applications for Limited-Benefit Programs,21058,"Count is of Households, Not Individuals",1635,,22693,,488346,,1035671,,37.768,-78.2057,"(37.768, -78.2057)",969991,,65680,
SD,South Dakota,04/01/2020,N,U,Y,4541,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,4541,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,2271,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",2271,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78575,,110561,,18.2766,-66.335,"(18.2766, -66.335)",95048,,15513,
ID,Idaho,12/01/2017,Y,P,N,17274,,,,17274,,7124,,628,,7752,,215162,,295591,,42.0046,-93.214,"(42.0046, -93.214)",273664,,21927,
OR,Oregon,11/01/2019,Y,P,N,11522,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11522,Does Not Include All Non-MAGI Applications,19490,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2170,,21660,Does Not Include All Non-MAGI Determinations Made At Application,412259,,984653,,40.3736,-82.7755,"(40.3736, -82.7755)",856999,,127654,
OH,Ohio,08/01/2018,Y,P,N,60849,Includes Renewals and/or Redeterminations,N/A,,60849,Includes Renewals and/or Redeterminations,47382,Includes CHIP; Includes Renewals and/or Redeterminations,2652,,50034,Includes Renewals and/or Redeterminations,1203200,,2717014,,38.4199,-117.1219,"(38.4199, -117.1219)",2497173,,219841,
WY,Wyoming,10/01/2019,N,U,Y,1547,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1547,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,838,,49,,887,,36990,,55881,,44.0407,-72.7093,"(44.0407, -72.7093)",51584,,4297,
NM,New Mexico,07/01/2018,Y,P,Y,12682,,N/A,,12682,,17272,,1888,,19160,,332082,Includes Limited-Benefit Enrollees,728449,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",692300,Includes Limited-Benefit Enrollees,36149,
DC,District of Columbia,06/01/2019,Y,P,N,2041,Includes SBM data,1670,,3711,Includes Renewals and/or Redeterminations,1754,Includes Renewals and/or Redeterminations; Includes CHIP,,,1754,,,,254812,,41.5834,-72.7622,"(41.5834, -72.7622)",237817,,16995,
CT,Connecticut,03/01/2019,Y,P,N,5522,Includes Duplicates,11352,Includes Duplicates; Includes renewals/or redeterminations,16874,Include Duplicates,14364,Includes renewals/or redeterminations,339,Includes renewals/or redeterminations,14703,Includes renewals/or redeterminations,338013,,867305,,39.0646,-105.3272,"(39.0646, -105.3272)",847517,,19788,
AR,Arkansas,09/01/2017,Y,P,Y,,,N/A,,,,,,,,,,385963,,866389,,34.9513,-92.3809,"(34.9513, -92.3809)",835686,,30703,
OR,Oregon,02/01/2018,Y,P,N,11953,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11953,Does Not Include All Non-MAGI Applications,26046,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2372,,28418,Does Not Include All Non-MAGI Determinations Made At Application,414737,,960696,,40.3736,-82.7755,"(40.3736, -82.7755)",836064,,124632,
ME,Maine,06/01/2018,Y,U,Y,4939,,N/A,,4939,,9481,,539,,10020,,110152,,228889,,39.0724,-76.7902,"(39.0724, -76.7902)",218717,,10172,
NV,Nevada,08/01/2018,Y,U,Y,17735,Includes Renewals and/or Redeterminations,N/A,,17735,Includes Renewals and/or Redeterminations,13229,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",63,,13292,,308704,,646973,,40.314,-74.5089,"(40.314, -74.5089)",605418,,41555,
MT,Montana,05/01/2018,Y,P,N,3103,,N/A,,3103,,3219,,161,,3380,,129041,,278778,,14.8058,145.5505,"(14.8058, 145.5505)",253281,,25497,
HI,Hawaii,09/01/2018,Y,P,N,4589,,N/A,,4589,,5079,,363,,5442,,141860,,334473,,32.9866,-83.6487,"(32.9866, -83.6487)",309460,,25013,
OR,Oregon,08/01/2017,Y,P,N,25086,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,25086,Does Not Include All Non-MAGI Applications,43176,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3918,,47094,Does Not Include All Non-MAGI Determinations Made At Application,412310,,964897,,40.3736,-82.7755,"(40.3736, -82.7755)",846779,,118118,
IA,Iowa,02/01/2019,Y,U,Y,13883,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,13883,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1191,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1191,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,336722,,673768,,21.1098,-157.5311,"(21.1098, -157.5311)",600257,,73511,
DC,District of Columbia,02/01/2020,Y,U,Y,4945,Includes SBM data,3769,,8714,Includes Renewals and/or Redeterminations,5208,Includes Renewals and/or Redeterminations; Includes CHIP,,,5208,,,,241057,,41.5834,-72.7622,"(41.5834, -72.7622)",224250,,16807,
TN,Tennessee,06/01/2019,N,U,Y,14023,,N/A,,14023,,7465,,953,,8418,,817905,,1439179,,41.6772,-71.5101,"(41.6772, -71.5101)",1355554,,83625,
MO,Missouri,08/01/2019,N,P,N,24087,Includes  Renewals and/or Redeterminations,N/A,,24087,Includes  Renewals and/or Redeterminations,12292,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",501,Includes Renewals and/or Redeterminations,12793,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",521052,,831826,,45.7326,-93.9196,"(45.7326, -93.9196)",796984,,34842,
OR,Oregon,07/01/2018,Y,P,N,12152,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,12152,Does Not Include All Non-MAGI Applications,21969,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2352,,24321,Does Not Include All Non-MAGI Determinations Made At Application,411129,,963773,,40.3736,-82.7755,"(40.3736, -82.7755)",839405,,124368,
